date,address,subArea,area,room,sqm,floor,objectType,constructionYear,listPrice,priceUp,soldPrice,rent,broker,distanceToMetro,metro
2013-09-27,Skönviksvägen 317,Stureby,GronHagsatra,3,69,null,Lägenhet,1952,1995000,205000,2200000,3927,Notar,281.40148663173136,Stureby
2013-09-23,Östrandsvägen 52,Stureby,GronHagsatra,3,62,null,Lägenhet,1950,1900000,0,1900000,3270,HusmanHagberg,1099.9383985349743,Stureby
2013-09-23,Vivstavarvsvägen 161,Stureby,GronHagsatra,1,26,3,Lägenhet,1951,1175000,95000,1270000,1873,HusmanHagberg,1085.8479594160654,Stureby
2013-09-20,Götaforsvägen 25,Stureby,GronHagsatra,1,35,4,Lägenhet,null,1550000,-50000,1500000,2027,Erik Olsson Fastighetsförmedling,439.35326363271093,Bandhagen
2013-09-19,Bäckaskiftsvägen 78,Stureby,GronHagsatra,3,75,3,Lägenhet,null,2495000,205000,2700000,3133,Bostadsrättsspecialisten,225.4222028367927,Stureby
2013-09-14,Skönviksvägen 288,Stureby,GronHagsatra,3,72,3,Lägenhet,1961,1995000,105000,2100000,4979,HusmanHagberg,278.0368969002785,Stureby
2013-09-13,Sågverksgatan 112,Stureby,GronHagsatra,3,65,null,Lägenhet,1947,1649000,171000,1820000,3054,Svensk Fastighetsförmedling,884.0578495224229,Stureby
2013-09-13,Götaforsvägen 18,Stureby,GronHagsatra,3,67,1,Lägenhet,null,2250000,250000,2500000,3835,Erik Olsson Fastighetsförmedling,374.2245346876729,Bandhagen
2013-09-13,Mölndalsbacken 58,Stureby,GronHagsatra,6,146,null,Radhus,null,3975000,50000,4025000,5573,Fastighetsbyrån,588.317831794988,Bandhagen
2013-09-13,Östrandsvägen 53,Stureby,GronHagsatra,5,179,null,Villa,1950,6500000,200000,6700000,null,RE/MAX Sverige,1015.7776244060457,Stureby
2013-09-11,Bjulevägen 57,Stureby,GronHagsatra,2,48.5,null,Lägenhet,1946,1450000,70000,1520000,3392,Svensk Fastighetsförmedling,862.050859446688,Stureby
2013-09-04,Sågverksgatan 112,Stureby,GronHagsatra,3,64,3,Lägenhet,null,1780000,90000,1870000,3922,Södermäklarna,884.0578495224229,Stureby
2013-09-02,Sågverksgatan 106,Stureby,GronHagsatra,3,69,null,Lägenhet,1946,1695000,-65000,1630000,4589,Svensk Fastighetsförmedling,934.12106980364,Stureby
2013-08-30,Tussmötevägen 140,Stureby,GronHagsatra,2,58.5,2,Lägenhet,1929,2000000,450000,2450000,3688,Mäklarhuset,139.70143763266904,Svedmyra
2013-08-30,Götaforsvägen 17,Stureby,GronHagsatra,2,55,1.5,Lägenhet,null,1700000,150000,1850000,3352,Södermäklarna,411.6753922089062,Bandhagen
2013-08-30,Bastuhagsvägen 4,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1650000,0,1650000,2766,Notar,704.7102194854142,Stureby
2013-08-26,Bollstavägen 3,Stureby,GronHagsatra,3,81,1,Lägenhet,null,2750000,150000,2900000,4192,Gripsholms Fastighetsförmedling,791.8731983915059,Stureby
2013-08-23,Skönviksvägen 309,Stureby,GronHagsatra,4,88,1,Lägenhet,1952,2450000,250000,2700000,4860,Mäklarhuset,253.65702178621225,Stureby
2013-08-21,Sågverksgatan 103,Stureby,GronHagsatra,4,77,null,Lägenhet,null,null,NaN,2270000,null,SkandiaMäklarna,996.9380779374848,Stureby
2013-08-15,Skönviksvägen 323,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1590000,60000,1650000,3338,HusmanHagberg,236.4460662723146,Stureby
2013-08-14,Götaforsvägen 22,Stureby,GronHagsatra,1.5,41,null,Lägenhet,1952,1600000,70000,1670000,2346,HusmanHagberg,372.7641293694795,Bandhagen
2013-08-14,Kubikenborgsvägen 3A,Stureby,GronHagsatra,2,68,null,Lägenhet,1946,2510000,0,2510000,3188,Ansvar Fastighetsförmedling,629.9591324319414,Stureby
2013-08-14,Kubikenborgsvägen 5,Stureby,GronHagsatra,2,52,null,Lägenhet,1946,1675000,-75000,1600000,2367,Ansvar Fastighetsförmedling,628.668615738376,Stureby
2013-08-14,Bäckaskiftsvägen 25,Stureby,GronHagsatra,3,74,0.5,Lägenhet,1951,2100000,0,2100000,2799,Notar,305.16045196273166,Stureby
2013-08-03,Bäckaskiftsvägen 58,Stureby,GronHagsatra,2,57,1.5,Lägenhet,1950,1795000,105000,1900000,2597,Notar,319.2165791490313,Bandhagen
2013-07-26,Skönviksvägen 289,Stureby,GronHagsatra,2,54,1,Lägenhet,1952,1695000,5000,1700000,3245,HusmanHagberg,211.20141420542137,Bandhagen
2013-07-25,Sågverksgatan 103,Stureby,GronHagsatra,3,71,1,Lägenhet,null,1875000,375000,2250000,4544,Erik Olsson Fastighetsförmedling,996.9380779374848,Stureby
2013-07-22,Vivstavarvsvägen 151,Stureby,GronHagsatra,2.5,61,0.5,Lägenhet,1952,1495000,55000,1550000,3562,Notar,1102.2790350055875,Stureby
2013-07-17,Bäckaskiftsvägen 66,Stureby,GronHagsatra,4,125,null,Lägenhet,1950,1600000,755000,2355000,4621,Notar,317.7800358780939,Stureby
2013-07-05,Sågverksgatan 98,Stureby,GronHagsatra,2,45,null,Lägenhet,1946,1475000,165000,1640000,2993,HusmanHagberg,893.4764655516325,Stureby
2013-06-30,Tussmötevägen 270,Stureby,GronHagsatra,5,100,null,Villa,1926,5950000,100000,6050000,null,ERA,821.4058539208255,Stureby
2013-06-28,Tussmötevägen 231,Stureby,GronHagsatra,6,176,null,Villa,1923,6950000,1000000,7950000,null,Mäklarhuset,603.7902498366157,Stureby
2013-06-25,Skönviksvägen 295,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1795000,125000,1920000,3338,Fastighetsbyrån,233.13362501485216,Bandhagen
2013-06-20,Tussmötevägen 192A,Stureby,GronHagsatra,4,104,3,Lägenhet,1929,3995000,135000,4130000,5626,Svenska Mäklarhuset,218.859672861992,Svedmyra
2013-06-19,Bäckaskiftsvägen 74,Stureby,GronHagsatra,1,18,null,Lägenhet,1950,950000,0,950000,1436,Notar,267.53823667784644,Stureby
2013-06-19,Bjulevägen 17,Stureby,GronHagsatra,4,77,3,Lägenhet,1946,2175000,0,2175000,4928,Mäklarhuset,1014.178300000353,Stureby
2013-06-17,Skönviksvägen 286,Stureby,GronHagsatra,1.5,32,4,Lägenhet,null,1475000,25000,1500000,2212,Mäklarhuset,294.0288155952216,Stureby
2013-06-13,Skönviksvägen 325,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1595000,300000,1895000,3338,HusmanHagberg,245.24956749637394,Stureby
2013-06-12,Skönviksvägen 303,Stureby,GronHagsatra,3,69,null,Lägenhet,1952,1995000,0,1995000,3958,Fastighetsbyrån,292.67154657999623,Bandhagen
2013-06-07,Götaforsvägen 5,Stureby,GronHagsatra,2,55,null,Lägenhet,1951,1695000,0,1695000,3309,SkandiaMäklarna,355.1234178123567,Stureby
2013-06-05,Skönviksvägen 286,Stureby,GronHagsatra,1,32,2,Lägenhet,1961,1195000,285000,1480000,2212,Svensk Fastighetsförmedling,294.0288155952216,Stureby
2013-06-05,Götaforsvägen 29,Stureby,GronHagsatra,4,94,null,Radhus,1960,2895000,305000,3200000,3848,Hemmäklarna,489.6950450277516,Bandhagen
2013-05-28,Bjulevägen 59,Stureby,GronHagsatra,2,48.5,3,Lägenhet,1946,1450000,100000,1550000,3272,Svenska Mäklarhuset,851.171663584633,Stureby
2013-05-28,Bäckaskiftsvägen 62,Stureby,GronHagsatra,2,57,1,Lägenhet,1950,1695000,0,1695000,2597,Restate,298.59734303437637,Stureby
2013-05-25,Skönviksvägen 272,Stureby,GronHagsatra,2,54,null,Lägenhet,1952,1575000,125000,1700000,3104,ERA,307.52539042296496,Stureby
2013-05-24,Bäckaskiftsvägen 74,Stureby,GronHagsatra,2,57,3,Lägenhet,1950,1795000,55000,1850000,2597,Notar,267.53823667784644,Stureby
2013-05-23,Husumsgränd 32,Stureby,GronHagsatra,6,144,null,Villa,1951,4495000,1330000,5825000,null,Svensk Fastighetsförmedling,961.5852169394559,Stureby
2013-05-20,Bäckaskiftsvägen 66,Stureby,GronHagsatra,3,70,1,Lägenhet,1950,2095000,0,2095000,2984,Restate,317.7800358780939,Stureby
2013-05-17,Östrandsvägen 68,Stureby,GronHagsatra,3,75,null,Lägenhet,1950,1850000,-25000,1825000,3638,Länsförsäkringar Fastighetsförmedling,1047.321754351412,Stureby
2013-05-09,Mölndalsbacken 50,Stureby,GronHagsatra,6,148,null,Lägenhet,1964,4275000,-150000,4125000,5573,Notar,643.0290953312198,Bandhagen
2013-05-09,Bäckaskiftsvägen 80,Stureby,GronHagsatra,3,70,3,Lägenhet,1950,2395000,55000,2450000,2984,Restate,228.92530396608205,Stureby
2013-05-04,Husumsgränd 7,Stureby,GronHagsatra,6,146,null,Villa,1951,6250000,850000,7100000,null,Svensk Fastighetsförmedling,978.2831258459655,Stureby
2013-05-03,Sågverksgatan 114,Stureby,GronHagsatra,2,45,null,Lägenhet,1945,1650000,60000,1710000,2826,Fastighetsbyrån,894.0629370827497,Stureby
2013-04-27,Mölnbackavägen 4,Stureby,GronHagsatra,5,82,null,Villa,1938,6200000,-500000,5700000,null,Bjurfors,71.39732503393824,Stureby
2013-04-26,Sågverksgatan 103,Stureby,GronHagsatra,4,77,1,Lägenhet,1946,2250000,190000,2440000,4928,Mäklarhuset,996.9380779374848,Stureby
2013-04-26,Bäckaskiftsvägen 29,Stureby,GronHagsatra,4,87,0.5,Lägenhet,1951,2800000,320000,3120000,2886,Notar,343.9126874761037,Stureby
2013-04-26,Skönviksvägen 270,Stureby,GronHagsatra,2,54,null,Lägenhet,1952,1750000,120000,1870000,3245,SkandiaMäklarna,301.9333429221961,Stureby
2013-04-17,Tussmötevägen 188,Stureby,GronHagsatra,4,95,null,Lägenhet,1930,3095000,105000,3200000,5002,HusmanHagberg,196.33426385287882,Svedmyra
2013-04-16,Skönviksvägen 280,Stureby,GronHagsatra,2,56,null,Lägenhet,1958,1650000,30000,1680000,2758,Svenska Mäklarhuset,289.90217773063364,Stureby
2013-04-15,Sågverksgatan 96,Stureby,GronHagsatra,1,20,null,Lägenhet,1946,995000,0,995000,1331,HusmanHagberg,874.9253256537056,Stureby
2013-04-13,Mölndalsbacken 126,Stureby,GronHagsatra,4,97.5,null,Radhus,null,3650000,-365000,3285000,4777,Fastighetsbyrån,864.3775596176961,Bandhagen
2013-04-12,Sågverksgatan 118,Stureby,GronHagsatra,3,83,2,Lägenhet,1950,1995000,265000,2260000,4211,Notar,937.6939922500451,Stureby
2013-03-29,Götaforsvägen 78,Stureby,GronHagsatra,5,113,null,Villa,1963,3995000,55000,4050000,null,Mäklarringen,680.4077186603828,Bandhagen
2013-03-29,Bjulevägen 14,Stureby,GronHagsatra,2,57,1,Lägenhet,1949,1345000,275000,1620000,3370,Notar,1029.9290140782905,Stureby
2013-03-28,Bjulevägen 14,Stureby,GronHagsatra,2,56,null,Lägenhet,1949,1395000,0,1395000,3311,Fastighetsbyrån,1029.9290140782905,Stureby
2013-03-28,Iggesundsvägen 54,Stureby,GronHagsatra,6,135,null,Radhus,1967,5000000,0,5000000,null,HusmanHagberg,812.0941160509807,Stureby
2013-03-26,Skönviksvägen 286,Stureby,GronHagsatra,1.5,32,1,Lägenhet,1961,1350000,100000,1450000,2212,Mäklarhuset,294.0288155952216,Stureby
2013-03-22,Sågverksgatan 108,Stureby,GronHagsatra,2,46,null,Lägenhet,1946,1495000,55000,1550000,3059,Länsförsäkringar Fastighetsförmedling,950.1687141219791,Stureby
2013-03-21,Skönviksvägen 317,Stureby,GronHagsatra,4,88,null,Lägenhet,1952,2750000,200000,2950000,4999,HusmanHagberg,281.40148663173136,Stureby
2013-03-19,Götaforsvägen 21,Stureby,GronHagsatra,2,55,3,Lägenhet,1952,1575000,205000,1780000,3309,Svensk Fastighetsförmedling,414.0698462570247,Bandhagen
2013-03-16,Skönviksvägen 293,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1795000,225000,2020000,3382,Fastighetsbyrån,225.04865871031927,Bandhagen
2013-03-11,Sågverksgatan 116,Stureby,GronHagsatra,3,59,null,Lägenhet,1945,1595000,105000,1700000,3574,Fastighetsbyrån,903.7665278341357,Stureby
2013-03-09,Skönviksvägen 271,Stureby,GronHagsatra,3,70,null,Lägenhet,1951,2245000,-30000,2215000,3979,Fastighetsbyrån,344.78509192216313,Stureby
2013-03-07,Vivstavarvsvägen 153,Stureby,GronHagsatra,2,63,2,Lägenhet,null,1750000,180000,1930000,3683,Mäklarhuset,1106.8027511553612,Stureby
2013-03-07,Mölndalsbacken 20,Stureby,GronHagsatra,7,146,null,Lägenhet,1963,4595000,155000,4750000,5359,Mäklarhuset,590.7946160912659,Bandhagen
2013-03-07,Östrandsvägen 54,Stureby,GronHagsatra,3,63,null,Lägenhet,1960,1695000,170000,1865000,3309,Fastighetsbyrån,1116.3860696574634,Stureby
2013-03-02,Sågverksgatan 96,Stureby,GronHagsatra,3,61,null,Lägenhet,1946,1550000,130000,1680000,4058,HusmanHagberg,874.9253256537056,Stureby
2013-03-01,Bjulevägen 20,Stureby,GronHagsatra,2,56,1,Lägenhet,null,1475000,25000,1500000,3310,Svensk Fastighetsförmedling,1035.5254931317625,Stureby
2013-02-23,Sågverksgatan 101,Stureby,GronHagsatra,3,77,null,Lägenhet,1946,1995000,-145000,1850000,4928,Fastighetsbyrån,982.3437032478041,Stureby
2013-02-22,Skönviksvägen 323,Stureby,GronHagsatra,1,19,null,Lägenhet,1952,995000,0,995000,1261,HusmanHagberg,236.4460662723146,Stureby
2013-02-18,Bjulevägen 34,Stureby,GronHagsatra,3,68,3,Lägenhet,1947,1995000,-195000,1800000,2671,Svensk Fastighetsförmedling,1062.6348330405726,Stureby
2013-02-16,Bäckaskiftsvägen 17,Stureby,GronHagsatra,4,85,1.5,Lägenhet,1951,2800000,300000,3100000,2848,Notar,291.7718101469032,Stureby
2013-02-16,Sågverksgatan 77,Stureby,GronHagsatra,2,54,1,Lägenhet,1946,1550000,275000,1825000,3196,Svenska Mäklarhuset,792.4039102226164,Stureby
2013-02-16,Bäckaskiftsvägen 15,Stureby,GronHagsatra,3,79,0.5,Lägenhet,1951,2395000,115000,2510000,2621,Notar,305.0117541932716,Stureby
2013-02-05,Skönviksvägen 323,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,1475000,345000,1820000,3251,HusmanHagberg,236.4460662723146,Stureby
2013-02-04,Sågverksgatan 83,Stureby,GronHagsatra,2,54,2,Lägenhet,1946,1600000,0,1600000,3362,Restate,827.8093050231099,Stureby
2013-02-02,Bastuhagsvägen 14,Stureby,GronHagsatra,4,86,null,Lägenhet,1952,2650000,180000,2830000,3130,HusmanHagberg,637.0570302457575,Stureby
2013-01-31,Bjulevägen 17,Stureby,GronHagsatra,3,77,1,Lägenhet,1946,1750000,120000,1870000,4928,Mäklarhuset,1014.178300000353,Stureby
2013-01-29,Skönviksvägen 311,Stureby,GronHagsatra,2,54,3,Lägenhet,1952,1750000,110000,1860000,3302,Mäklarhuset,265.72897879550624,Bandhagen
2013-01-24,Bäckaskiftsvägen 15,Stureby,GronHagsatra,3,76,3,Lägenhet,null,2400000,-50000,2350000,2573,Mäklarhuset,305.0117541932716,Stureby
2013-01-19,Skönviksvägen 321,Stureby,GronHagsatra,1,19,null,Lägenhet,1952,1095000,0,1095000,1320,Fastighetsbyrån,229.15314912687487,Stureby
2013-01-19,Sågverksgatan 106,Stureby,GronHagsatra,3,69,null,Lägenhet,1946,1650000,0,1650000,4590,Notar,934.12106980364,Stureby
2013-01-17,Skönviksvägen 272,Stureby,GronHagsatra,3,70,1,Lägenhet,1952,2200000,-100000,2100000,3887,Mäklarhuset,307.52539042296496,Stureby
2013-01-17,Götaforsvägen 18,Stureby,GronHagsatra,1.5,41,null,Lägenhet,1951,1495000,135000,1630000,2326,Fastighetsbyrån,374.2245346876729,Bandhagen
2013-01-16,Forstmästarvägen 17,Stureby,GronHagsatra,null,172,null,Villa,1936,5495000,-295000,5200000,null,Notar,697.4388765927944,Stureby
2013-01-15,Mölndalsbacken 140,Stureby,GronHagsatra,4,97.5,null,Lägenhet,1961,2750000,200000,2950000,4593,Mäklarhuset,897.598474965942,Bandhagen
2013-01-11,Götaforsvägen 20,Stureby,GronHagsatra,1.5,41,4,Lägenhet,1952,1500000,100000,1600000,2326,Notar,372.3169353232381,Bandhagen
2013-01-11,Sågverksgatan 104,Stureby,GronHagsatra,2,46,null,Lägenhet,1946,1300000,0,1300000,2971,Svensk Fastighetsförmedling,913.3693496192908,Stureby
2012-12-21,Mölndalsbacken 20,Stureby,GronHagsatra,7,146,null,Radhus,1963,4895000,5000,4900000,5359,Fastighetsbyrån,590.7946160912659,Bandhagen
2012-12-21,Bjulevägen 22,Stureby,GronHagsatra,2,56,1,Lägenhet,null,1450000,35000,1485000,3010,Erik Olsson Fastighetsförmedling,1036.768233759788,Stureby
2012-12-19,Götaforsvägen 22,Stureby,GronHagsatra,3,67,2,Lägenhet,null,1800000,0,1800000,3841,Erik Olsson Fastighetsförmedling,372.7641293694795,Bandhagen
2012-12-12,Sågverksgatan 79,Stureby,GronHagsatra,2,54,3,Lägenhet,1947,1300000,120000,1420000,3430,Mäklarhuset,805.7446816066915,Stureby
2012-12-05,Tussmötevägen 146,Stureby,GronHagsatra,3,81,null,Lägenhet,1929,3030000,0,3030000,4774,Bjurfors,173.71608217526997,Svedmyra
2012-12-04,Götaforsvägen 7,Stureby,GronHagsatra,1,35,4,Lägenhet,1952,1450000,0,1450000,2027,Notar,371.40398576426315,Stureby
2012-12-01,Bastuhagsvägen 14,Stureby,GronHagsatra,4,86,2,Lägenhet,1953,2750000,-50000,2700000,3130,Mäklarhuset,637.0570302457575,Stureby
2012-11-30,Bäckaskiftsvägen 27,Stureby,GronHagsatra,3,69,0.5,Lägenhet,1951,2250000,0,2250000,2289,Notar,330.6879425081474,Stureby
2012-11-27,Sågverksgatan 81,Stureby,GronHagsatra,2,54,3,Lägenhet,null,1550000,0,1550000,3279,Mäklarhuset,815.9284401405882,Stureby
2012-11-27,Långåkersvägen 59,Stureby,GronHagsatra,6,172,null,Villa,1911,6500000,-50000,6450000,null,Mäklarhuset,892.7224191519309,Stureby
2012-11-25,Östrandsvägen 60,Stureby,GronHagsatra,3.5,74,null,Lägenhet,1950,1995000,315000,2310000,3736,Fastighetsbyrån,1124.99779094131,Stureby
2012-11-21,Östrandsvägen 54,Stureby,GronHagsatra,2,62,null,Lägenhet,1951,1595000,230000,1825000,3270,Fastighetsbyrån,1116.3860696574634,Stureby
2012-11-16,Skönviksvägen 303,Stureby,GronHagsatra,3,69,null,Lägenhet,1952,1750000,90000,1840000,3958,Fastighetsbyrån,292.67154657999623,Bandhagen
2012-11-06,Skönviksvägen 296,Stureby,GronHagsatra,2,60.2,null,Lägenhet,1961,1875000,0,1875000,3796,Svensk Fastighetsförmedling,224.23029737835031,Stureby
2012-11-06,Götaforsvägen 23,Stureby,GronHagsatra,1,35,null,Lägenhet,1949,1395000,105000,1500000,2027,Fastighetsbyrån,427.02369998277703,Bandhagen
2012-11-01,Sågverksgatan 85,Stureby,GronHagsatra,2,54,null,Lägenhet,1946,1495000,35000,1530000,3667,Fastighetsbyrån,839.3818189305431,Stureby
2012-11-01,Götaforsvägen 13,Stureby,GronHagsatra,2,55,null,Lägenhet,1952,1595000,25000,1620000,3208,Svensk Fastighetsförmedling,410.4969587267527,Bandhagen
2012-10-24,Bjulevägen 34,Stureby,GronHagsatra,4,83,null,Lägenhet,1947,2495000,215000,2710000,3308,Fastighetsbyrån,1062.6348330405726,Stureby
2012-10-24,Skönviksvägen 297,Stureby,GronHagsatra,3.5,88,3,Lägenhet,null,2890000,20000,2910000,4669,Erik Olsson Fastighetsförmedling,240.7854112077565,Bandhagen
2012-10-24,Skönviksvägen 297,Stureby,GronHagsatra,3,88,3,Lägenhet,null,2890000,70000,2960000,4669,Erik Olsson Fastighetsförmedling,240.7854112077565,Bandhagen
2012-10-23,Skönviksvägen 286,Stureby,GronHagsatra,1,38,null,Lägenhet,1961,1395000,-45000,1350000,2767,Fastighetsbyrån,294.0288155952216,Stureby
2012-10-20,Götaforsvägen 18,Stureby,GronHagsatra,3,67,2,Lägenhet,1952,1995000,-45000,1950000,3841,Mäklarhuset,374.2245346876729,Bandhagen
2012-10-12,Götaforsvägen 23,Stureby,GronHagsatra,2,55,null,Lägenhet,null,1450000,0,1450000,3265,Fastighetsbyrån,427.02369998277703,Bandhagen
2012-10-12,Bäckaskiftsvägen 33,Stureby,GronHagsatra,2,57,2,Lägenhet,1951,1600000,380000,1980000,1929,Notar,234.31336704384995,Stureby
2012-10-07,Vivstavarvsvägen 159,Stureby,GronHagsatra,3,72,null,Lägenhet,1952,1975000,0,1975000,4209,Svensk Fastighetsförmedling,1082.2720138938955,Stureby
2012-10-07,Bjulevägen 26C,Stureby,GronHagsatra,1,50,null,Lägenhet,null,1295000,105000,1400000,2687,Notar,1061.8357919608422,Stureby
2012-10-01,Bäckaskiftsvägen 33,Stureby,GronHagsatra,3,76,0.5,Lägenhet,1951,2395000,-145000,2250000,2521,Notar,234.31336704384995,Stureby
2012-10-01,Skönviksvägen 306,Stureby,GronHagsatra,4,89.5,null,Villa,1955,3975000,25000,4000000,null,Mäklarringen,186.2119017020033,Stureby
2012-09-28,Bjulevägen 61,Stureby,GronHagsatra,2,48,null,Lägenhet,1946,1200000,240000,1440000,3424,Mäklarringen,840.6943606417909,Stureby
2012-09-25,Östrandsvägen 76,Stureby,GronHagsatra,3,72,1,Lägenhet,1950,1995000,205000,2200000,3528,Svensk Fastighetsförmedling,1038.4459804232827,Stureby
